0.0000	0.5774	0.9107	1.5774	2.1731	
# x	frequency	linewidth
0.740684	1.6475895546	0.01458344732
0.74235	1.6530011586	0.01452082714
0.744017	1.6584156908	0.01428828764
0.745684	1.6638274884	0.01398560593
0.74735	1.6692435694	0.01370366356
0.749017	1.6746582952	0.01349809541
0.750684	1.6800659304	0.01339104065
0.75235	1.6854735898	0.01338615434
0.754017	1.6908755138	0.01347781237
0.755684	1.696265967	0.01365076495
0.75735	1.70165204	0.01387884506
0.759017	1.7070279732	0.01412767379
0.760684	1.7123879828	0.0143661081
0.76235	1.7177392078	0.0145792184
0.764017	1.7230758402	0.01477277574
0.765684	1.7283920962	0.01496737871
0.76735	1.7336951148	0.01518366302
0.769017	1.738979088	0.01542924813
0.770684	1.7442382078	0.0156958309
0.77235	1.7494796858	0.01596643995
0.774017	1.754697714	0.0162278286
0.775684	1.7598865086	0.01647872538
0.77735	1.7650532812	0.01672900809
0.779017	1.7701922964	0.01699413533
0.780684	1.7752978188	0.01728629423
0.78235	1.7803771084	0.01760974312
0.784017	1.7854245024	0.01796448817
0.785684	1.7904343864	0.01835348221
0.78735	1.7954140204	0.01879141508
0.789017	1.8003578626	0.01930261312
0.790684	1.8052605164	0.01989917995
0.79235	1.8101292418	0.02054971731
0.794017	1.814958739	0.02116762363
0.795684	1.8197437566	0.02164761522
0.79735	1.8244916998	0.02192350346
0.799017	1.8291974382	0.02199623809
0.800684	1.8338560108	0.02191690332
0.80235	1.838474968	0.02174951608
0.804017	1.8430494698	0.02155012116
0.805684	1.8475748698	0.02136191106
0.80735	1.8520588636	0.02121799634
0.809017	1.8564969742	0.02114514726
0.810684	1.8608849424	0.02116411861
0.81235	1.8652306332	0.02128870776
0.814017	1.8695300052	0.02151917766
0.815684	1.8737791864	0.02183452138
0.81735	1.8779862596	0.02219181554
0.819017	1.8821475948	0.02253651111
0.820684	1.8862597798	0.02282853235
0.82235	1.890331091	0.02306658306
0.824017	1.8943583582	0.02329361754
0.825684	1.8983385806	0.02357845704
0.82735	1.902280204	0.02398137063
0.829017	1.9061804454	0.02452610613
0.830684	1.9100366912	0.02519067441
0.83235	1.9138575324	0.02591935243
0.834017	1.9176405006	0.02664513485
0.835684	1.9213832968	0.02731158712
0.83735	1.925094512	0.02788689334
0.839017	1.9287719198	0.02836932112
0.840684	1.9324133664	0.02878417591
0.84235	1.9360274428	0.02917386755
0.844017	1.9396119468	0.02958716937
0.845684	1.9431647972	0.03006993435
0.84735	1.946694343	0.03066230783
0.849017	1.950198382	0.0313987863
0.850684	1.9536746878	0.0322996667
0.85235	1.9571312222	0.03335353683
0.854017	1.9605655894	0.03450201162
0.855684	1.9639752968	0.03564964495
0.85735	1.967367798	0.03670304795
0.859017	1.9707402616	0.03761503738
0.860684	1.9740897836	0.03840738893
0.86235	1.9774231158	0.03915405454
0.864017	1.9807368702	0.0399377812
0.865684	1.984027441	0.04080980163
0.86735	1.987300733	0.0417789356
0.869017	1.9905525354	0.04282669592
0.870684	1.9937783228	0.04393421485
0.87235	1.9969828868	0.04510233385
0.874017	2.0001608792	0.04635270177
0.875684	2.0033065888	0.04772170525
0.87735	2.00642321	0.04924874718
0.879017	2.00950387	0.0509599528
0.880684	2.0125411878	0.0528606833
0.88235	2.0155361556	0.05493625036
0.884017	2.0184797952	0.05715247616
0.885684	2.0213622814	0.05946641566
0.88735	2.0241815572	0.06183911455
0.889017	2.0269254984	0.06423624651
0.890684	2.0295808434	0.06663176981
0.89235	2.0321410824	0.06900633104
0.894017	2.0345896626	0.0713326696
0.895684	2.036908676	0.07357179404
0.89735	2.0390852966	0.07567412054
0.899017	2.0410974056	0.07757874276
0.900684	2.0429213112	0.07922761901
0.90235	2.0445370968	0.0805786024
0.904017	2.0459171986	0.08160972856
0.905684	2.0470339802	0.08232459221
0.90735	2.0478629996	0.08274634567
0.909017	2.0483770318	0.08290121629
0.910684	2.048552627	0.08279041057
0.914017	2.0473189594	0.08307653546
0.91735	2.0439456972	0.08137644196
0.920684	2.038997015	0.07744438254
0.924017	2.0329952698	0.07177661638
0.92735	2.026333518	0.0654122696
0.930684	2.0193015304	0.05917437586
0.934017	2.0121035308	0.05326690082
0.93735	2.00487078	0.0479206779
0.940684	1.9977071202	0.04338361393
0.944017	1.990689217	0.03953595656
0.94735	1.983862518	0.03628865101
0.950684	1.9772724224	0.03386588258
0.954017	1.9709545768	0.03250838411
0.95735	1.9649266956	0.03217528017
0.960684	1.9592129062	0.03262863143
0.964017	1.953832738	0.03360434544
0.96735	1.9487930396	0.03485760895
0.970684	1.944107968	0.0361765862
0.974017	1.939788631	0.03750415123
0.97735	1.9358366984	0.03895842296
0.980684	1.932260132	0.04063048866
0.984017	1.9290644494	0.04254221063
0.98735	1.9262482954	0.04417359889
0.990684	1.923814816	0.04447299522
0.994017	1.9217651486	0.04382515081
0.99735	1.9200957116	0.04272531942
1.000684	1.9188056338	0.04078137166
1.004017	1.9178920838	0.03830604027
1.00735	1.9173497618	0.0361980185
1.010684	1.9171740698	0.0350035577
1.014017	1.917358619	0.03473961994
1.01735	1.9178966092	0.03513029843
1.020684	1.9187800302	0.03584391537
1.024017	1.9199992746	0.03662720583
1.02735	1.9215461144	0.03725860478
1.030684	1.9234095144	0.03755104057
1.034017	1.925576818	0.03755566237
1.03735	1.9280385872	0.03784889011
1.040684	1.9307790436	0.0388301509
1.044017	1.9271947332	0.0126053921
1.04735	1.9200155612	0.01404407298
1.050684	1.912793047	0.01596539741
1.054017	1.9055320064	0.01792756943
1.05735	1.8982234612	0.01913019418
1.060684	1.890871356	0.01916106962
1.064017	1.8834796112	0.01824342823
1.06735	1.8760387888	0.01689492124
1.070684	1.8685525914	0.01558215124
1.074017	1.8610248184	0.01451155724
1.07735	1.8534456446	0.01369026992
1.080684	1.8458187	0.01310436974
1.084017	1.8381476872	0.01277403842
1.08735	1.8304224422	0.01273476006
1.090684	1.8226465224	0.01304003727
1.094017	1.814823582	0.01371511289
1.09735	1.8069431424	0.01448104684
1.100684	1.7990087852	0.01471339145
1.104017	1.7910241162	0.01414702566
1.10735	1.7829783906	0.01314844547
1.110684	1.77487519	0.01214183978
1.114017	1.7667181928	0.01131358186
1.11735	1.7584963396	0.01078443953
1.120684	1.7502132846	0.01060001597
1.124017	1.7418727788	0.0106713608
1.12735	1.7334635208	0.01085047115
1.130684	1.7249892374	0.01098859238
1.134017	1.7164537764	0.01100647634
1.13735	1.7078456186	0.01091876803
1.140684	1.6991685634	0.01079557022
1.144017	1.6904266522	0.01074470099
1.14735	1.6816080996	0.01089803334
1.150684	1.6727168986	0.01139662892
1.154017	1.6637571632	0.0123845819
1.15735	1.6547169628	0.01394477382
1.160684	1.6456004114	0.01589870455
1.164017	1.6364118892	0.01759045622
1.16735	1.627139151	0.01816938193
1.170684	1.617786577	0.01751772933
1.174017	1.6083587168	0.01652814681
1.17735	1.5988431558	0.01594834098
1.180684	1.5892444436	0.0157598834
1.184017	1.579567396	0.01571096622
1.18735	1.5697993564	0.01567893223
1.190684	1.5599451164	0.01565233366
1.194017	1.5500097338	0.01568122767
1.19735	1.5399803584	0.01585369146
1.200684	1.5298620238	0.01627039621
1.204017	1.5196600298	0.01700913299
1.20735	1.5093613084	0.01800793591
1.210684	1.4989711594	0.01895466466
1.214017	1.4884951488	0.01950115886
1.21735	1.4779199424	0.01960611463
1.220684	1.4672511788	0.01951297323
1.224017	1.4564946176	0.01945370803
1.22735	1.4456367794	0.01949376985
1.230684	1.4346834722	0.01955150217
1.234017	1.4236408428	0.01946369101
1.23735	1.412495073	0.01908850515
1.240684	1.4012522854	0.01840628183
1.244017	1.3899188688	0.01753916472
1.24735	1.3784808114	0.01665000124
1.250684	1.3669444778	0.01581070931
1.254017	1.3553164988	0.01501812265
1.25735	1.3435826206	0.01439851796
1.260684	1.3317494982	0.01423684765
1.264017	1.3191063776	0.01384922097
1.26735	1.3039670754	0.0119701865
1.270684	1.288827265	0.01135685713
1.274017	1.273697909	0.01094210133
1.27735	1.2585626482	0.01072306375
1.280684	1.2434323	0.01055853343
1.284017	1.2283176092	0.0102408386
1.28735	1.213202023	0.009882776458
1.290684	1.198096141	0.009618094697
1.294017	1.1830105386	0.009475178425
1.29735	1.1679285178	0.009488457602
1.300684	1.1528604846	0.009713908947
1.304017	1.1378168208	0.01026515488
1.30735	1.1227807316	0.01116286823
1.310684	1.1077624536	0.01193477356
1.314017	1.0927721508	0.01189765374
1.31735	1.07779298	0.01115228124
1.320684	1.0628349842	0.01031627701
1.324017	1.0479081822	0.009639701781
1.32735	1.032995634	0.009139387716
1.330684	1.0181072616	0.008952500895
1.334017	1.003252866	0.009208127758
1.33735	0.988415483	0.009718138639
1.340684	0.973604841	0.009927972063
1.344017	0.95883062	0.00951053491
1.34735	0.9440758074	0.008749159342
1.350684	0.9293499622	0.00800487965
1.354017	0.9146625466	0.007479786037
1.35735	0.8999965964	0.007198153798
1.360684	0.8853615012	0.007054714712
1.364017	0.8707665538	0.006944943792
1.36735	0.8561947174	0.006824401812
1.370684	0.8416552848	0.00669654507
1.374017	0.8271573552	0.006588732384
1.37735	0.812683916	0.006533480335
1.380684	0.7982440422	0.006554924234
1.384017	0.7838466878	0.006669524227
1.38735	0.7694748644	0.006922139493
1.390684	0.7551374534	0.007406516226
1.394017	0.7408432878	0.008112939822
1.39735	0.7265753308	0.008579818514
1.400684	0.7123423428	0.008208798929
1.404017	0.6981529148	0.007285096444
1.40735	0.683990131	0.006543948225
1.410684	0.6698625098	0.006186838907
1.414017	0.6557785212	0.006045391697
1.41735	0.641721201	0.005978585527
1.420684	0.6276989708	0.005920120799
1.424017	0.613720107	0.005831368024
1.42735	0.5997676696	0.005690978044
1.430684	0.585849935	0.005492899824
1.434017	0.5719749618	0.005235359585
1.43735	0.5581259068	0.00492359243
1.440684	0.5443108044	0.006639855282
1.444017	0.5279221288	0.00598320269
1.44735	0.5106104652	0.006675958866
1.450684	0.4932099634	0.005894081393
1.454017	0.4757320216	0.005453213492
1.45735	0.4581567716	0.005280921779
1.460684	0.440495781	0.005238382782
1.464017	0.4227609804	0.005220454347
1.46735	0.4049324532	0.005203959784
1.470684	0.3870222268	0.005229265626
1.474017	0.369042619	0.005329511424
1.47735	0.3509735922	0.005479749418
1.480684	0.3328273432	0.005630430953
1.484017	0.3146161414	0.005790458182
1.48735	0.2963190538	0.006052279932
1.490684	0.2779472366	0.006527695347
1.494017	0.259510999	0.007225688175
1.49735	0.24098552632	0.007958776854
1.500684	0.22237622968	0.008451237102
1.504017	0.2036838617	0.008584257022
1.50735	0.18486746388	0.008450131922
1.510684	0.16590615888	0.008230577707
1.514017	0.14675571878	0.008084703203
1.51735	0.12729362624	0.008082314962
1.520684	0.10734409246	0.008211243628
1.524017	0.0865339244	0.008426637755
1.52735	0.06389223984	0.008691948286
1.530684	0.03591826436	0
1.534017	-0.03016991494	0
1.53735	-0.05050937122	0
1.540684	-0.0605683287	0
1.544017	-0.06563168986	0
1.54735	-0.06725741198	0
1.550684	-0.0661832127	0
1.554017	-0.06285868446	0
1.55735	-0.05759918956	0
1.560684	-0.05067073682	0
1.564017	-0.042326163	0
1.56735	-0.03280686794	0
1.570684	-0.022384490832	0
1.574017	-0.011352208868	0
1.57735	-6.801755576e-08	0
1.580329	0.014824506422	0
1.583308	0.02964853078	0
1.586287	0.04447132602	0
1.589266	0.05929228206	0
1.592244	0.07411077938	0.004795959973
1.595223	0.0889262033	0.00464080706
1.598202	0.10373794156	0.004529944494
1.601181	0.1185453698	0.00446958379
1.60416	0.13334787092	0.004461475913
1.607138	0.1481448254	0.004499675009
1.610117	0.16293560646	0.004563647076
1.613096	0.17771959216	0.00462422781
1.616075	0.19249615572	0.004660850728
1.619054	0.20726466068	0.004670556051
1.622033	0.22202448026	0.004661567278
1.625011	0.236774978	0.004649236669
1.62799	0.2515155126	0.004655512376
1.630969	0.2662454476	0.00470735685
1.633948	0.2809641296	0.004855213563
1.636927	0.2956709052	0.005170168262
1.639905	0.310365121	0.005635040768
1.642884	0.3250461478	0.006037432312
1.645863	0.3397132838	0.00611736878
1.648842	0.3543658756	0.005841675047
1.651821	0.3690032698	0.005410352764
1.6548	0.3836247888	0.00503217387
1.657778	0.3982297066	0.004783561692
1.660757	0.412817394	0.004639675198
1.663736	0.427387125	0.004560731767
1.666715	0.441938222	0.00453642167
1.669694	0.456469959	0.004579537231
1.672672	0.4709816342	0.004703169694
1.675651	0.4854725458	0.004905877838
1.67863	0.4999419436	0.005156022497
1.681609	0.5143891258	0.005389964935
1.684588	0.5288133422	0.005577236132
1.687567	0.5432138668	0.005751681362
1.690545	0.5575899494	0.005902078674
1.693524	0.5719407914	0.005913989717
1.696503	0.586265691	0.005710785054
1.699482	0.6005638254	0.005353352844
1.702461	0.6148344444	0.00495959818
1.705439	0.6290767494	0.004630153556
1.708418	0.6432899418	0.004416077292
1.711397	0.6574732472	0.004326099848
1.714376	0.6716258186	0.004367834514
1.717355	0.6857468574	0.00453753265
1.720334	0.6998355408	0.004795980855
1.723312	0.7138909976	0.005088534579
1.726291	0.7279124292	0.005382665641
1.72927	0.7418989402	0.005678988116
1.732249	0.7558496836	0.005976346551
1.735228	0.7697638124	0.006240792813
1.738206	0.783640407	0.006428019927
1.741185	0.7974785962	0.006526853121
1.744164	0.8112774846	0.006577299299
1.747143	0.8250361526	0.006651355652
1.750122	0.8387536806	0.006808670975
1.753101	0.852429149	0.007043973814
1.756079	0.866061614	0.007256018372
1.759058	0.8796501318	0.007314705064
1.762037	0.8931937344	0.007173837513
1.765016	0.906691478	0.006890527008
1.767995	0.9201423462	0.006592239726
1.770973	0.9335454194	0.006410047022
1.773952	0.9468996328	0.006403362963
1.776931	0.9602040184	0.006562577742
1.77991	0.9734575356	0.006860942363
1.782889	0.986659168	0.007303375613
1.785868	0.9998078992	0.007900956363
1.788846	1.0129026644	0.008527611317
1.791825	1.0259423988	0.008956899188
1.794804	1.0389260618	0.009120173513
1.797783	1.0518525644	0.009092215315
1.800762	1.0647208176	0.008952785504
1.80374	1.0775297324	0.008778689076
1.806719	1.0902781956	0.008632816119
1.809698	1.1029651182	0.008553023501
1.812677	1.1155893628	0.008566724951
1.815656	1.128149792	0.00868835355
1.818635	1.1406452684	0.008903859819
1.821613	1.1530746304	0.009151197444
1.824592	1.1654367406	0.00931253751
1.827571	1.1777304374	0.009296150062
1.83055	1.189954535	0.009140376887
1.833529	1.2021078234	0.00897571664
1.836507	1.2141891652	0.008921461496
1.839486	1.2261973262	0.009002621474
1.842465	1.2381310964	0.009091087707
1.845444	1.24998929	0.009089554066
1.848423	1.2617706728	0.009140179671
1.851402	1.2734740106	0.00938226595
1.85438	1.2850980934	0.009767514439
1.857359	1.2966416628	0.01018716737
1.860338	1.3081034846	0.0106919764
1.863317	1.3194823246	0.01153729771
1.866296	1.3307769486	0.01265163643
1.869274	1.3419860498	0.01308009754
1.872253	1.3531084182	0.01244290741
1.875232	1.3641427954	0.01156399373
1.878211	1.3750878746	0.0109432475
1.88119	1.38594247	0.01051997045
1.884169	1.3967052506	0.01019149683
1.887147	1.4073750064	0.009926933394
1.890126	1.4179504548	0.009725895008
1.893105	1.4284303374	0.009606417219
1.896084	1.4388133958	0.009601581959
1.899063	1.44909842	0.009743059717
1.902041	1.4592841274	0.01002972598
1.90502	1.469369308	0.01040777572
1.907999	1.4793527034	0.01080196232
1.910978	1.4892331036	0.01122954486
1.913957	1.4990092744	0.01188752691
1.916936	1.5086800542	0.0130223977
1.919914	1.5182442572	0.01445031525
1.922893	1.5277006492	0.01557761915
1.925872	1.537048117	0.01641651665
1.928851	1.5462854748	0.01731988429
1.93183	1.5554116336	0.01821573762
1.934808	1.5644254802	0.0188481358
1.937787	1.5733259014	0.01904288572
1.940766	1.5821118324	0.01878525113
1.943745	1.5907822326	0.01822496576
1.946724	1.5993360856	0.01757139205
1.949703	1.6077724234	0.01699860864
1.952681	1.6160902296	0.01659091393
1.95566	1.624288633	0.01637306583
1.958639	1.6323666898	0.01650922495
1.961618	1.6403235772	0.01717042278
1.964597	1.648158424	0.01768601989
1.967575	1.6558704558	0.01730847827
1.970554	1.6634589466	0.01672040021
1.973533	1.6709231462	0.01661046998
1.976512	1.6782624254	0.01682034439
1.979491	1.6854761308	0.01726411948
1.98247	1.69256373	0.01808194199
1.985448	1.6995246664	0.01920120414
1.988427	1.7063584802	0.02036563559
1.991406	1.71306476	0.02145843374
1.994385	1.7196431186	0.0228164906
1.997364	1.7260932656	0.02472863949
2.000342	1.7324149348	0.02582586609
2.003321	1.7386079326	0.02442550148
2.0063	1.744672138	0.02164005916
2.009279	1.7506074542	0.01923258228
2.012258	1.7564138812	0.01758047789
2.015237	1.7620914674	0.01652521874
2.018215	1.7676403096	0.01594618012
2.021194	1.7730606014	0.01578796379
